# feature_gene,class_gene,start,end,strand,symbol,locus_tag,feature_interval_length,attributes_gene,# feature_product,class_product,product_accession_product,name_product,product_length_product,attributes_product
gene,protein_coding,990120,991262,+,,PP_0856,1143,,CDS,with_protein,AAN66481.1,conserved lipoprotein of unknown function,380.0,
gene,protein_coding,991379,992842,+,der,PP_0857,1464,,CDS,with_protein,AAN66482.1,GTPase Der,487.0,
gene,protein_coding,992994,994142,+,,PP_0858,1149,,CDS,with_protein,AAN66483.1,putative methionine/glutamine aminotransferase,382.0,
gene,protein_coding,994130,994921,+,,PP_0859,792,,CDS,with_protein,AAN66484.1,putative ketoglutaramate omega-amidase,263.0,
gene,protein_coding,995046,997595,-,,PP_0860,2550,,CDS,with_protein,AAN66485.1,"putative Sulfite reductase, flavoprotein component",849.0,
gene,protein_coding,997827,1000118,-,,PP_0861,2292,,CDS,with_protein,AAN66486.2,outer membrane ferric siderophore receptor,763.0,
gene,protein_coding,1000340,1001020,+,,PP_0862,681,,CDS,with_protein,AAN66487.1,PKHD-type hydroxylase PP_0862,226.0,
gene,protein_coding,1001024,1001794,+,,PP_0863,771,,CDS,with_protein,AAN66488.1,conserved protein of unknown function,256.0,
gene,protein_coding,1001823,1002986,-,speC,PP_0864,1164,,CDS,with_protein,AAN66489.2,ornithine decarboxylase,387.0,
gene,protein_coding,1003494,1003979,+,,PP_0865,486,,CDS,with_protein,AAN66490.1,ECF subfamily RNA polymerase sigma-24 factor,161.0,
gene,protein_coding,1003976,1004962,+,,PP_0866,987,,CDS,with_protein,AAN66491.1,putative Transmembrane sensor,328.0,
gene,protein_coding,1005071,1007500,+,,PP_0867,2430,,CDS,with_protein,AAN66492.1,FecA-like outer membrane receptor,809.0,
gene,protein_coding,1007590,1008747,-,yehX,PP_0868,1158,,CDS,with_protein,AAN66493.1,ABC transporter ATP-binding subunit,385.0,
gene,protein_coding,1008744,1009397,-,yehW,PP_0869,654,,CDS,with_protein,AAN66494.1,osmoprotectant ABC transporter permease subunit,217.0,
gene,protein_coding,1009394,1010335,-,,PP_0870,942,,CDS,with_protein,AAN66495.1,"putative Glycine betaine/carnitine/choline ABC transporter, periplasmic binding protein",313.0,
gene,protein_coding,1010319,1011062,-,,PP_0871,744,,CDS,with_protein,AAN66496.1,"putative Glycine betaine/carnitine/choline ABC transporter, permease protein",247.0,
gene,protein_coding,1011589,1013172,+,prfC,PP_0872,1584,,CDS,with_protein,AAN66497.1,Peptide chain release factor 3,527.0,
gene,protein_coding,1013303,1014382,-,potF-I,PP_0873,1080,,CDS,with_protein,AAN66498.1,putrescine-binding periplasmic protein,359.0,
gene,protein_coding,1014435,1014776,-,,PP_0874,342,,CDS,with_protein,AAN66499.1,conserved protein of unknown function,113.0,
gene,protein_coding,1014810,1016240,-,,PP_0875,1431,,CDS,with_protein,AAN66500.1,conserved protein of unknown function,476.0,
gene,protein_coding,1016281,1017105,-,,PP_0876,825,,CDS,with_protein,AAN66501.1,"Transcriptional regulator, AraC family",274.0,
gene,protein_coding,1017382,1017861,-,,PP_5461,480,,CDS,with_protein,AMM02793.1,protein of unknown function,159.0,
gene,protein_coding,1018092,1019060,-,dppF,PP_0878,969,,CDS,with_protein,AAN66503.1,"dipeptide ABC transporter, binding subunit",322.0,
gene,protein_coding,1019060,1020028,-,dppD,PP_0879,969,,CDS,with_protein,AAN66504.1,dipeptide ABC transporter - putative ATP binding subunit,322.0,
gene,protein_coding,1020039,1020965,-,dppC,PP_0880,927,,CDS,with_protein,AAN66505.1,dipeptide ABC transporter - putative membrane subunit,308.0,
gene,protein_coding,1020976,1021986,-,dppB,PP_0881,1011,,CDS,with_protein,AAN66506.1,dipeptide ABC transporter - putative membrane subunit,336.0,
gene,protein_coding,1022078,1023712,-,dppA-I,PP_0882,1635,,CDS,with_protein,AAN66507.1,dipeptide ABC transporter - periplasmic binding protein,544.0,
gene,protein_coding,1023767,1025146,-,opdP,PP_0883,1380,,CDS,with_protein,AAN66508.1,glycine-glutamate dipeptide porin,459.0,
gene,protein_coding,1025375,1026967,-,dppA-II,PP_0884,1593,,CDS,with_protein,AAN66509.1,dipeptide ABC transporter - periplasmic binding protein,530.0,
gene,protein_coding,1027114,1028739,-,dppA-III,PP_0885,1626,,CDS,with_protein,AAN66510.1,dipeptide ABC transporter - periplasmic binding protein,541.0,
gene,protein_coding,1029120,1029836,-,,PP_0886,717,,CDS,with_protein,AAN66511.1,conserved exported protein of unknown function,238.0,
gene,protein_coding,1029943,1031295,+,,PP_0887,1353,,CDS,with_protein,AAN66512.1,Sensor histidine kinase,450.0,
gene,protein_coding,1031295,1031855,+,regA,PP_0888,561,,CDS,with_protein,AAN66513.1,Photosynthetic apparatus regulatory protein RegA,186.0,
gene,protein_coding,1031907,1033043,+,,PP_0889,1137,,CDS,with_protein,AAN66514.1,conserved exported protein of unknown function,378.0,
gene,protein_coding,1033040,1033336,+,,PP_0890,297,,CDS,with_protein,AAN66515.1,conserved exported protein of unknown function,98.0,
gene,protein_coding,1033381,1033962,+,,PP_0891,582,,CDS,with_protein,AAN66516.1,conserved exported protein of unknown function,193.0,
gene,protein_coding,1033964,1035121,+,,PP_0892,1158,,CDS,with_protein,AAN66517.1,Phospholipase family protein,385.0,
gene,protein_coding,1035164,1035751,+,,PP_0893,588,,CDS,with_protein,AAN66518.1,ThiJ/PfpI family protein,195.0,
gene,protein_coding,1035782,1036180,-,,PP_0894,399,,CDS,with_protein,AAN66519.1,conserved protein of unknown function,132.0,
gene,protein_coding,1036296,1036886,+,,PP_0895,591,,CDS,with_protein,AAN66520.1,conserved protein of unknown function,196.0,
gene,protein_coding,1036883,1037755,+,,PP_0896,873,,CDS,with_protein,AAN66521.1,Carbon-nitrogen hydrolase family protein,290.0,
gene,protein_coding,1037871,1039394,-,,PP_0897,1524,,CDS,with_protein,AAN66522.1,"Fumarate hydratase, class I",507.0,
gene,protein_coding,1039644,1040564,+,,PP_0899,921,,CDS,with_protein,AAN66524.1,putative Ferredoxin reductase,306.0,
gene,protein_coding,1040606,1041334,-,,PP_0900,729,,CDS,with_protein,AAN66525.1,PAP2 family protein,242.0,
gene,protein_coding,1041518,1042201,+,colR,PP_0901,684,,CDS,with_protein,AAN66526.1,DNA-binding response regulator,227.0,
gene,protein_coding,1042191,1043501,+,colS,PP_0902,1311,,CDS,with_protein,AAN66527.2,integral membrane sensor signal transduction histidine kinase,436.0,
gene,protein_coding,1043609,1044289,+,,PP_0903,681,,CDS,with_protein,AAN66528.1,conserved protein of unknown function,226.0,
gene,protein_coding,1044293,1044994,+,,PP_0904,702,,CDS,with_protein,AAN66529.1,InaA protein,233.0,
gene,protein_coding,1044994,1045227,+,,PP_0905,234,,CDS,with_protein,AAN66530.1,conserved exported protein of unknown function,77.0,
gene,protein_coding,1045333,1048377,-,,PP_0906,3045,,CDS,with_protein,AAN66531.1,putative Multidrug efflux RND transporter,1014.0,
gene,protein_coding,1048379,1049599,-,,PP_0907,1221,,CDS,with_protein,AAN66532.1,RND efflux membrane fusion protein-related protein,406.0,
gene,protein_coding,1049755,1050852,-,,PP_0908,1098,,CDS,with_protein,AAN66533.1,conserved exported protein of unknown function,365.0,
gene,protein_coding,1050855,1051919,-,,PP_0909,1065,,CDS,with_protein,AAN66534.1,conserved exported protein of unknown function,354.0,
gene,protein_coding,1051939,1053366,-,,PP_0910,1428,,CDS,with_protein,AAN66535.1,conserved exported protein of unknown function,475.0,
gene,protein_coding,1053476,1053862,-,,PP_0911,387,,CDS,with_protein,AAN66536.1,conserved protein of unknown function,128.0,
gene,protein_coding,1053876,1054463,-,,PP_0912,588,,CDS,with_protein,AAN66537.1,conserved protein of unknown function,195.0,
gene,protein_coding,1054500,1055831,-,,PP_0913,1332,,CDS,with_protein,AAN66538.1,conserved exported protein of unknown function,443.0,
gene,protein_coding,1055990,1058071,-,,PP_0914,2082,,CDS,with_protein,AAN66539.1,GGDEF domain protein,693.0,
gene,protein_coding,1058291,1058887,-,sodB,PP_0915,597,,CDS,with_protein,AAN66540.1,superoxide dismutase (Fe),198.0,
gene,protein_coding,1059154,1059768,-,,PP_0916,615,,CDS,with_protein,AAN66541.1,Amino acid transporter LysE,204.0,
gene,protein_coding,1059855,1060745,+,iciA,PP_0917,891,,CDS,with_protein,AAN66542.1,Chromosome initiation inhibitor,296.0,
gene,protein_coding,1060795,1061787,+,,PP_0918,993,,CDS,with_protein,AAN66543.1,putative 3-beta hydroxysteroid dehydrogenase/isomerase family protein,330.0,
gene,protein_coding,1061861,1062730,+,,PP_0919,870,,CDS,with_protein,AAN66544.2,conserved protein of unknown function,289.0,
gene,protein_coding,1062839,1063888,-,xenB,PP_0920,1050,,CDS,with_protein,AAN66545.1,Xenobiotic reductase B,349.0,
gene,protein_coding,1063906,1064208,-,,PP_0921,303,,CDS,with_protein,AAN66546.1,"Transcriptional regulator, ArsR family",100.0,
gene,protein_coding,1064359,1064943,+,,PP_0922,585,,CDS,with_protein,AAN66547.1,conserved protein of unknown function,194.0,
gene,protein_coding,1065056,1065844,-,,PP_0923,789,,CDS,with_protein,AAN66548.1,Acyltransferase,262.0,
gene,protein_coding,1065844,1066599,-,,PP_0924,756,,CDS,with_protein,AAN66549.1,conserved protein of unknown function,251.0,
gene,protein_coding,1066760,1067647,+,,PP_0925,888,,CDS,with_protein,AAN66550.1,conserved protein of unknown function,295.0,
gene,protein_coding,1067835,1068782,+,,PP_0926,948,,CDS,with_protein,AAN66551.1,putative Membrane protein,315.0,
gene,protein_coding,1068839,1070200,+,aroP-I,PP_0927,1362,,CDS,with_protein,AAN66552.1,aromatic amino acid transport protein,453.0,
gene,protein_coding,1070342,1071385,-,,PP_0928,1044,,CDS,with_protein,AAN66553.1,K+-dependent Na+/Ca+ exchanger related-protein,347.0,
gene,protein_coding,1071446,1071820,-,,PP_0929,375,,CDS,with_protein,AAN66554.1,putative Lipoprotein,124.0,
gene,protein_coding,1071947,1073392,-,gatB,PP_0930,1446,,CDS,with_protein,AAN66555.1,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,481.0,
gene,protein_coding,1073404,1074855,-,gatA,PP_0931,1452,,CDS,with_protein,AAN66556.1,Glutamyl-tRNA(Gln) amidotransferase subunit A,483.0,
gene,protein_coding,1074871,1075179,-,gatC,PP_0932,309,,CDS,with_protein,AAN66557.1,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,102.0,
gene,protein_coding,1075283,1076401,+,mreB,PP_0933,1119,,CDS,with_protein,AAN66558.1,cell wall structural actin-like protein MreB,372.0,
gene,protein_coding,1076622,1077620,+,mreC,PP_0934,999,,CDS,with_protein,AAN66559.1,Cell shape-determining protein MreC,332.0,
gene,protein_coding,1077617,1078108,+,mreD,PP_0935,492,,CDS,with_protein,AAN66560.1,Rod shape-determining protein MreD,163.0,
gene,protein_coding,1078141,1078752,+,maf,PP_0936,612,,CDS,with_protein,AAN66561.1,septum formation protein,203.0,
gene,protein_coding,1078806,1080263,+,rng,PP_0937,1458,,CDS,with_protein,AAN66562.1,endoribonuclease G (RNAse G),485.0,
gene,protein_coding,1080346,1084167,+,,PP_0938,3822,,CDS,with_protein,AAN66563.1,conserved protein of unknown function,1273.0,
gene,protein_coding,1084176,1085027,+,,PP_0939,852,,CDS,with_protein,AAN66564.1,Carbon-nitrogen hydrolase family protein,283.0,
gene,protein_coding,1085030,1086469,+,tldD,PP_0940,1440,,CDS,with_protein,AAN66565.1,putative protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD,479.0,
gene,protein_coding,1086527,1087048,-,,PP_0941,522,,CDS,with_protein,AAN66566.1,putative ribosome associated protein,173.0,
gene,protein_coding,1087146,1088504,+,pmbA,PP_0942,1359,,CDS,with_protein,AAN66567.1,regulatory protease,452.0,
gene,protein_coding,1088758,1089150,+,,PP_0943,393,,CDS,with_protein,AAN66568.1,conserved protein of unknown function,130.0,
gene,protein_coding,1089140,1090519,+,fumC-I,PP_0944,1380,,CDS,with_protein,AAN66569.1,fumarate hydratase (class 2),459.0,
gene,protein_coding,1090547,1091008,+,,PP_0945,462,,CDS,with_protein,AAN66570.1,conserved protein of unknown function,153.0,
gene,protein_coding,1090989,1091621,+,sodA,PP_0946,633,,CDS,with_protein,AAN66571.1,superoxide dismutase (Mn),210.0,
gene,protein_coding,1091618,1092526,+,,PP_0947,909,,CDS,with_protein,AAN66572.1,conserved membrane protein of unknown function,302.0,
gene,protein_coding,1092554,1092826,-,ptsH,PP_0948,273,,CDS,with_protein,AAN66573.1,Phosphocarrier protein HPr,90.0,
gene,protein_coding,1092845,1093699,-,,PP_0949,855,,CDS,with_protein,AAN66574.1,putative ATP-binding protein UPF0042,284.0,
gene,protein_coding,1093702,1094166,-,ptsN,PP_0950,465,,CDS,with_protein,AAN66575.1,"phosphotransferase system enzyme IIA, regulation of potassium transport",154.0,
gene,protein_coding,1094179,1094487,-,hpf,PP_0951,309,,CDS,with_protein,AAN66576.1,Ribosome hibernation promoting factor,102.0,
gene,protein_coding,1094567,1096060,-,rpoN,PP_0952,1494,,CDS,with_protein,AAN66577.1,RNA polymerase sigma-54 factor,497.0,
gene,protein_coding,1096236,1096961,-,lptB,PP_0953,726,,CDS,with_protein,AAN66578.1,"lipopolysaccharide ABC transporter, subunit LptB",241.0,
gene,protein_coding,1096962,1097486,-,,PP_0954,525,,CDS,with_protein,AAN66579.1,conserved exported protein of unknown function,174.0,
gene,protein_coding,1097473,1098045,-,,PP_0955,573,,CDS,with_protein,AAN66580.1,conserved exported protein of unknown function,190.0,
gene,protein_coding,1098054,1098578,-,kdsC,PP_0956,525,,CDS,with_protein,AAN66581.1,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,174.0,
gene,protein_coding,1098591,1099565,-,kdsD,PP_0957,975,,CDS,with_protein,AAN66582.1,D-arabinose 5-phosphate isomerase,324.0,
gene,protein_coding,1099814,1100623,+,mlaF,PP_0958,810,,CDS,with_protein,AAN66583.1,phospholipid ABC transporter ATP-binding subunit,269.0,
gene,protein_coding,1100620,1101420,+,mlaE,PP_0959,801,,CDS,with_protein,AAN66584.1,phospholipid ABC transporter,266.0,
gene,protein_coding,1101420,1101905,+,mlaD,PP_0960,486,,CDS,with_protein,AAN66585.1,phospholipid ABC transporter binding protein,161.0,
gene,protein_coding,1101915,1102562,+,ttg2D,PP_0961,648,,CDS,with_protein,AAN66586.1,toluene tolerance protein,215.0,
gene,protein_coding,1102559,1102861,+,ttg2E,PP_0962,303,,CDS,with_protein,AAN66587.1,toluene-tolerance protein,100.0,
gene,protein_coding,1102979,1103218,+,ttg2F,PP_0963,240,,CDS,with_protein,AAN66588.1,putative BolA family protein,79.0,
gene,protein_coding,1103242,1104507,+,murA,PP_0964,1266,,CDS,with_protein,AAN66589.1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,421.0,
gene,protein_coding,1104599,1105234,+,hisG,PP_0965,636,,CDS,with_protein,AAN66590.1,ATP phosphoribosyltransferase,211.0,
gene,protein_coding,1105521,1106846,+,hisD,PP_0966,1326,,CDS,with_protein,AAN66591.1,Histidinol dehydrogenase,441.0,
gene,protein_coding,1106849,1107895,+,hisC,PP_0967,1047,,CDS,with_protein,AAN66592.1,Histidinol-phosphate aminotransferase,348.0,
gene,protein_coding,1108011,1109252,-,,PP_0968,1242,,CDS,with_protein,AAN66593.1,conserved protein of unknown function,413.0,
gene,protein_coding,1109335,1109985,+,,PP_0969,651,,CDS,with_protein,AAN66594.1,"Transcriptional regulator, GntR family",216.0,
gene,protein_coding,1109975,1111279,+,,PP_0970,1305,,CDS,with_protein,AAN66595.1,Cyanate MFS transporter,434.0,
gene,protein_coding,1111389,1111865,+,,PP_0971,477,,CDS,with_protein,AAN66596.1,conserved protein of unknown function,158.0,
gene,protein_coding,1111882,1112199,+,,PP_0972,318,,CDS,with_protein,AAN66597.1,UPF0213 protein PP_0972,105.0,
gene,protein_coding,1112147,1113154,-,,PP_0973,1008,,CDS,with_protein,AAN66598.1,Nucleoid-associated protein PP_0973,335.0,
gene,protein_coding,1113524,1113805,+,hupN,PP_0975,282,,CDS,with_protein,AAN66600.1,"putative DNA-binding protein HU, form N",93.0,
gene,protein_coding,1113853,1114806,-,rlmF,PP_0976,954,,CDS,with_protein,AAN66601.1,Ribosomal RNA large subunit methyltransferase F,317.0,
gene,protein_coding,1114985,1117831,-,valS,PP_0977,2847,,CDS,with_protein,AAN66602.1,valine--tRNA ligase,948.0,
gene,protein_coding,1117915,1118280,-,,PP_0978,366,,CDS,with_protein,AAN66603.1,conserved protein of unknown function,121.0,
gene,protein_coding,1118286,1118714,-,holC,PP_0979,429,,CDS,with_protein,AAN66604.1,DNA polymerase III subunit chi,142.0,
gene,protein_coding,1118765,1120258,-,pepA,PP_0980,1494,,CDS,with_protein,AAN66605.1,Probable cytosol aminopeptidase,497.0,
gene,protein_coding,1120560,1121675,+,,PP_0982,1116,,CDS,with_protein,AAN66607.1,Permease YjgP/YjgQ family protein,371.0,
gene,protein_coding,1121668,1122729,+,,PP_0983,1062,,CDS,with_protein,AAN66608.1,conserved membrane protein of unknown function,353.0,
gene,protein_coding,1122876,1123364,-,,PP_0984,489,,CDS,with_protein,AAN66609.1,conserved membrane protein of unknown function,162.0,
gene,snoRNA,1123403,1123800,-,,PP_mr13,398,,ncRNA,snoRNA,,cspA regulatory region,,
gene,pseudogene,1123454,1123663,-,tapB,PP_0985,210,pseudo,,,,,,
gene,protein_coding,1124021,1125142,-,gcvT-I,PP_0986,1122,,CDS,with_protein,AAN66611.1,aminomethyltransferase,373.0,
gene,protein_coding,1125170,1126546,-,tdcG-II,PP_0987,1377,,CDS,with_protein,AAN66612.1,L-serine dehydratase,458.0,
gene,protein_coding,1126695,1129550,-,gcvP-I,PP_0988,2856,,CDS,with_protein,AAN66613.1,glycine dehydrogenase,951.0,
gene,protein_coding,1129562,1129945,-,gcvH-I,PP_0989,384,,CDS,with_protein,AAN66614.1,glycine cleavage system H protein 1,127.0,
gene,protein_coding,1130249,1130635,-,,PP_0990,387,,CDS,with_protein,AAN66615.1,DoxX family protein,128.0,
gene,protein_coding,1130709,1131482,-,,PP_0991,774,,CDS,with_protein,AAN66616.1,conserved protein of unknown function,257.0,
gene,protein_coding,1131479,1132312,-,,PP_0992,834,,CDS,with_protein,AAN66617.1,"conserved protein of unknown function, UPF0276 family",277.0,
gene,protein_coding,1132329,1132616,-,,PP_0993,288,,CDS,with_protein,AAN66618.1,conserved exported protein of unknown function,95.0,
gene,protein_coding,1132888,1133424,+,,PP_0994,537,,CDS,with_protein,AAN66619.1,putative RNA polymerase sigma factor,178.0,
gene,protein_coding,1133414,1134055,+,,PP_0995,642,,CDS,with_protein,AAN66620.1,conserved membrane protein of unknown function,213.0,
gene,protein_coding,1134133,1135338,-,gltS,PP_0996,1206,,CDS,with_protein,AAN66621.1,glutamate:sodium symporter,401.0,
gene,protein_coding,1135466,1136974,-,,PP_0997,1509,,CDS,with_protein,AAN66622.1,Sigma-54 dependent transcriptional regulator/sensory box protein,502.0,
gene,protein_coding,1137115,1137543,-,,PP_0998,429,,CDS,with_protein,AAN66623.1,conserved protein of unknown function,142.0,
gene,protein_coding,1137540,1138469,-,arcC,PP_0999,930,,CDS,with_protein,AAN66624.1,carbamate kinase,309.0,
gene,protein_coding,1138634,1139644,-,arcB,PP_1000,1011,,CDS,with_protein,AAN66625.1,"ornithine carbamoyltransferase, catabolic",336.0,
gene,protein_coding,1139714,1140967,-,arcA,PP_1001,1254,,CDS,with_protein,AAN66626.1,arginine deiminase,417.0,
gene,protein_coding,1141001,1142428,-,arcD-I,PP_1002,1428,,CDS,with_protein,AAN66627.1,arginine/ornithine antiporter,475.0,
gene,protein_coding,1142865,1144292,+,arcD-II,PP_1003,1428,,CDS,with_protein,AAN66628.1,arginine/ornithine antiporter,475.0,
gene,protein_coding,1144272,1144685,-,,PP_1004,414,,CDS,with_protein,AAN66629.1,conserved protein of unknown function,137.0,
