# ANI ranges report for assembly: GCA_000007565.2
# Submitted organism: Pseudomonas putida KT2440 (taxid = 160488, rank = no rank, lineage = Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas)
# Submitted Organism Has Type Assembly: Yes
# Best match: Pseudomonas putida (taxid = 303, rank = species, lineage = Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	AE015451.2	CIRCULAR	2068159	2069199	6181873	CP101910.1	1605297	1606348	GCA_024508115.1	Pseudomonas putida	89.9073	96	0.0168396
S	AE015451.2	CIRCULAR	2069255	2070967	6181873	QKVM01000119.1	153	1865	GCA_003231305.1	Pseudomonas sichuanensis	89.6149	96	0.02771
S	AE015451.2	CIRCULAR	2070968	2071079	6181873	BLJG01000357.1	2217	2328	GCA_009932375.1	Pseudomonas juntendi	91.0714	96	0.00181175
-	AE015451.2	CIRCULAR	2071245	2073426	6181873	CP101910.1	1606460	1608639	GCA_024508115.1	Pseudomonas putida	88.5073	96	0.0352967
S	AE015451.2	CIRCULAR	2073427	2073533	6181873	OPYN01000078.1	11446	11554	GCA_900277125.1	Pseudomonas inefficax	77.4775	96	0.00173087
-	AE015451.2	CIRCULAR	2073534	2075455	6181873	CP101910.1	1608640	1610577	GCA_024508115.1	Pseudomonas putida	88.187	96	0.0310909
S	AE015451.2	CIRCULAR	2075456	2076358	6181873	CP114035.2	1503962	1504865	GCA_026898135.2	Pseudomonas fortuita	87.3894	96	0.0146072
-	AE015451.2	CIRCULAR	2076393	2081132	6181873	CP101910.1	1610651	1615396	GCA_024508115.1	Pseudomonas putida	87.8361	96	0.0766758
-	AE015451.2	CIRCULAR	2081191	2085291	6181873	CP101910.1	1615397	1619523	GCA_024508115.1	Pseudomonas putida	89.9056	96	0.0663391
S	AE015451.2	CIRCULAR	2085292	2085430	6181873	OPYN01000079.1	4690	4823	GCA_900277125.1	Pseudomonas inefficax	84.2857	96	0.00224851
-	AE015451.2	CIRCULAR	2085431	2085617	6181873	CP101910.1	921947	922133	GCA_024508115.1	Pseudomonas putida	96.7914	96	0.00302497
S	AE015451.2	CIRCULAR	2085618	2085785	6181873	OPYN01000079.1	5015	5193	GCA_900277125.1	Pseudomonas inefficax	79.3296	96	0.00271762
S	AE015451.2	CIRCULAR	2087196	2087381	6181873	OLKI01000015.1	13964	14149	GCA_900291065.1	Pseudomonas shirazica	96.7742	96	0.0030088
-	AE015451.2	CIRCULAR	2087611	2087852	6181873	CP101910.1	1414210	1414451	GCA_024508115.1	Pseudomonas putida	97.1074	96	0.00391467
-	AE015451.2	CIRCULAR	2088109	2090330	6181873	CP101910.1	1619572	1621793	GCA_024508115.1	Pseudomonas putida	90.5491	96	0.0359438
-	AE015451.2	CIRCULAR	2090363	2093945	6181873	CP101910.1	1621922	1625515	GCA_024508115.1	Pseudomonas putida	90.1361	96	0.0579598
-	AE015451.2	CIRCULAR	2094008	2095113	6181873	CP101910.1	1625526	1626633	GCA_024508115.1	Pseudomonas putida	93.7726	96	0.017891
-	AE015451.2	CIRCULAR	2095267	2101462	6181873	CP101910.1	1626747	1632943	GCA_024508115.1	Pseudomonas putida	92.3561	96	0.100229
-	AE015451.2	CIRCULAR	2101494	2102324	6181873	CP101910.1	1633029	1633860	GCA_024508115.1	Pseudomonas putida	89.5683	96	0.0134425
S	AE015451.2	CIRCULAR	2102325	2102496	6181873	BBIS01000017.1	139487	139660	GCA_000730605.1	Pseudomonas monteilii	84.1808	95.5	0.00278233
S	AE015451.2	CIRCULAR	2102497	2103209	6181873	BLJF01000001.1	735860	736572	GCA_009932335.1	Pseudomonas asiatica	96.0894	96	0.0115337
S	AE015451.2	CIRCULAR	2103327	2109273	6181873	BQIJ01000007.1	134031	139973	GCA_021602465.1	Pseudomonas urethralis	79.817	96	0.0962006
S	AE015451.2	CIRCULAR	2128350	2132397	6181873	BQIJ01000007.1	110840	114884	GCA_021602465.1	Pseudomonas urethralis	81.9029	96	0.0654818
S	AE015451.2	CIRCULAR	2132398	2133899	6181873	JABWRY020000001.1	1212313	1213818	GCA_014269205.2	Pseudomonas kermanshahensis	75.6402	96	0.0242968
S	AE015451.2	CIRCULAR	2133900	2134302	6181873	CP119325.1	5187088	5187499	GCA_029202525.1	Candidatus Pseudomonas phytovorans	80	96	0.00651906
-	AE015451.2	CIRCULAR	2134303	2136906	6181873	CP101910.1	1643594	1646198	GCA_024508115.1	Pseudomonas putida	87.0314	96	0.0421232
-	AE015451.2	CIRCULAR	2137015	2147127	6181873	CP101910.1	1646199	1656313	GCA_024508115.1	Pseudomonas putida	90.2083	96	0.163591
-	AE015451.2	CIRCULAR	2147186	2154004	6181873	CP101910.1	1656401	1663190	GCA_024508115.1	Pseudomonas putida	90.7858	96	0.110306
-	AE015451.2	CIRCULAR	2154113	2162135	6181873	CP101910.1	1663191	1671214	GCA_024508115.1	Pseudomonas putida	92.1928	96	0.129783
-	AE015451.2	CIRCULAR	2162208	2162620	6181873	CP101910.1	1671242	1671654	GCA_024508115.1	Pseudomonas putida	88.1356	96	0.00668082
S	AE015451.2	CIRCULAR	2171858	2177601	6181873	CP114035.2	6260516	6266259	GCA_026898135.2	Pseudomonas fortuita	94.953	96	0.0929168
-	AE015451.2	CIRCULAR	2178550	2178912	6181873	CP101910.1	679664	680025	GCA_024508115.1	Pseudomonas putida	93.6639	96	0.00587201
-	AE015451.2	CIRCULAR	2227517	2229648	6181873	CP101910.1	1671656	1673787	GCA_024508115.1	Pseudomonas putida	89.0764	96	0.0344879
S	AE015451.2	CIRCULAR	2229717	2229910	6181873	JMIT01000002.1	251684	251879	GCA_000731675.1	Pseudomonas capeferrum	96.9388	96	0.00313821
-	AE015451.2	CIRCULAR	2229911	2230672	6181873	CP101910.1	1674767	1675528	GCA_024508115.1	Pseudomonas putida	92.126	96	0.0123264
-	AE015451.2	CIRCULAR	2230762	2233085	6181873	CP101910.1	1675567	1677892	GCA_024508115.1	Pseudomonas putida	88.1014	96	0.0375938
-	AE015451.2	CIRCULAR	2233220	2236905	6181873	CP101910.1	1678465	1682154	GCA_024508115.1	Pseudomonas putida	91.9036	96	0.0596259
S	AE015451.2	CIRCULAR	2236906	2237036	6181873	BLJF01000001.1	784854	784984	GCA_009932335.1	Pseudomonas asiatica	93.9394	96	0.0021191
-	AE015451.2	CIRCULAR	2237037	2241925	6181873	CP101910.1	1682281	1687172	GCA_024508115.1	Pseudomonas putida	91.9101	96	0.0790861
S	AE015451.2	CIRCULAR	2241926	2242063	6181873	OLKI01000285.1	1	137	GCA_900291065.1	Pseudomonas shirazica	97.8261	96	0.00223233
S	AE015451.2	CIRCULAR	2242064	2242172	6181873	BLJG01000031.1	28287	28395	GCA_009932375.1	Pseudomonas juntendi	96.3303	96	0.00176322
-	AE015451.2	CIRCULAR	2242173	2243791	6181873	CP101910.1	1687421	1689040	GCA_024508115.1	Pseudomonas putida	88.3549	96	0.0261895
-	AE015451.2	CIRCULAR	2243909	2245433	6181873	CP101910.1	1689191	1690714	GCA_024508115.1	Pseudomonas putida	90.6885	96	0.0246689
-	AE015451.2	CIRCULAR	2245651	2252775	6181873	CP101910.1	1690815	1697913	GCA_024508115.1	Pseudomonas putida	92.2009	96	0.115256
-	AE015451.2	CIRCULAR	2252850	2255994	6181873	CP101910.1	1698017	1701157	GCA_024508115.1	Pseudomonas putida	94.2766	96	0.0508745
S	AE015451.2	CIRCULAR	2256148	2256259	6181873	CP119325.1	5404435	5404546	GCA_029202525.1	Candidatus Pseudomonas phytovorans	97.3214	96	0.00181175
S	AE015451.2	CIRCULAR	2256260	2256432	6181873	OPYN01000107.1	440	612	GCA_900277125.1	Pseudomonas inefficax	90.1734	96	0.0027985
S	AE015451.2	CIRCULAR	2256505	2257953	6181873	CP077075.1	2819519	2820967	GCA_019139835.1	Pseudomonas xanthosomatis	85.3793	96	0.0234395
-	AE015451.2	CIRCULAR	2257954	2258220	6181873	CP101910.1	1984293	1984558	GCA_024508115.1	Pseudomonas putida	97.0037	96	0.00431908
-	AE015451.2	CIRCULAR	2258269	2262180	6181873	CP101910.1	1701291	1705221	GCA_024508115.1	Pseudomonas putida	91.2836	96	0.0632818
-	AE015451.2	CIRCULAR	2262181	2271181	6181873	CP101910.1	1705278	1714293	GCA_024508115.1	Pseudomonas putida	91.2836	96	0.145603
S	AE015451.2	CIRCULAR	2271182	2271302	6181873	CP114035.2	1653695	1653834	GCA_026898135.2	Pseudomonas fortuita	69.7183	96	0.00195734
S	AE015451.2	CIRCULAR	2271303	2271711	6181873	BBIS01000028.1	79824	80233	GCA_000730605.1	Pseudomonas monteilii	97.3171	95.5	0.00661612
-	AE015451.2	CIRCULAR	2271712	2273061	6181873	CP101910.1	1714754	1716108	GCA_024508115.1	Pseudomonas putida	88.9377	96	0.021838
-	AE015451.2	CIRCULAR	2273068	2275489	6181873	CP101910.1	1716179	1718600	GCA_024508115.1	Pseudomonas putida	87.995	96	0.0391791
-	AE015451.2	CIRCULAR	2278764	2280957	6181873	CP101910.1	1719751	1721943	GCA_024508115.1	Pseudomonas putida	90.4784	96	0.0354909
S	AE015451.2	CIRCULAR	2280958	2281068	6181873	OPYN01000085.1	70882	70981	GCA_900277125.1	Pseudomonas inefficax	76.7857	96	0.00179557
-	AE015451.2	CIRCULAR	2281155	2282718	6181873	CP101910.1	1721956	1723516	GCA_024508115.1	Pseudomonas putida	87.8033	96	0.0252998
S	AE015451.2	CIRCULAR	2282719	2282864	6181873	CP114035.2	1661817	1661949	GCA_026898135.2	Pseudomonas fortuita	72.7891	96	0.00236174
-	AE015451.2	CIRCULAR	2282865	2290371	6181873	CP101910.1	1723538	1731044	GCA_024508115.1	Pseudomonas putida	92.0005	96	0.121436
-	AE015451.2	CIRCULAR	2290417	2295754	6181873	CP101910.1	1731164	1736500	GCA_024508115.1	Pseudomonas putida	92.3551	96	0.0863492
S	AE015451.2	CIRCULAR	2295755	2295894	6181873	JABWSB020000007.1	151011	151151	GCA_014269245.2	Pseudomonas kurunegalensis	83.0986	96	0.00226469
-	AE015451.2	CIRCULAR	2295895	2301422	6181873	CP101910.1	1736544	1742071	GCA_024508115.1	Pseudomonas putida	90.2963	96	0.0894227
S	AE015451.2	CIRCULAR	2302398	2302791	6181873	BLJF01000001.1	853287	853706	GCA_009932335.1	Pseudomonas asiatica	83.9018	96	0.00637347
S	AE015451.2	CIRCULAR	2302792	2303099	6181873	BLJF01000001.1	2374750	2375056	GCA_009932335.1	Pseudomonas asiatica	83.9018	96	0.00498231
S	AE015451.2	CIRCULAR	2303100	2303210	6181873	OPYN01000085.1	91581	91693	GCA_900277125.1	Pseudomonas inefficax	79.3103	96	0.00179557
-	AE015451.2	CIRCULAR	2303211	2310254	6181873	CP101910.1	1742180	1749229	GCA_024508115.1	Pseudomonas putida	90.7184	96	0.113946
S	AE015451.2	CIRCULAR	2310255	2311552	6181873	CP114035.2	1688025	1689313	GCA_026898135.2	Pseudomonas fortuita	78.3142	96	0.0209969
-	AE015451.2	CIRCULAR	2311624	2314109	6181873	CP101910.1	1750616	1753101	GCA_024508115.1	Pseudomonas putida	85.8574	96	0.0402143
-	AE015451.2	CIRCULAR	2314170	2316064	6181873	CP101910.1	1753111	1755003	GCA_024508115.1	Pseudomonas putida	90.1847	96	0.0306541
S	AE015451.2	CIRCULAR	2316065	2325313	6181873	BLJF01000001.1	868628	877869	GCA_009932335.1	Pseudomonas asiatica	85.5956	96	0.149615
S	AE015451.2	CIRCULAR	2325339	2334254	6181873	BLJF01000001.1	877949	886860	GCA_009932335.1	Pseudomonas asiatica	85.1081	96	0.144228
-	AE015451.2	CIRCULAR	2334455	2344294	6181873	CP101910.1	1755687	1765512	GCA_024508115.1	Pseudomonas putida	86.7152	96	0.159175
-	AE015451.2	CIRCULAR	2346605	2350844	6181873	CP101910.1	1765513	1769752	GCA_024508115.1	Pseudomonas putida	91.6274	96	0.0685876
-	AE015451.2	CIRCULAR	2350931	2351717	6181873	CP101910.1	1769983	1770769	GCA_024508115.1	Pseudomonas putida	89.3266	96	0.0127308
-	AE015451.2	CIRCULAR	2351790	2354411	6181873	CP101910.1	1770907	1773522	GCA_024508115.1	Pseudomonas putida	90.2783	96	0.0424143
-	AE015451.2	CIRCULAR	2354579	2356853	6181873	CP101910.1	1773662	1775933	GCA_024508115.1	Pseudomonas putida	87.4561	96	0.0368011
S	AE015451.2	CIRCULAR	2356854	2357449	6181873	CP119325.1	4951251	4951841	GCA_029202525.1	Candidatus Pseudomonas phytovorans	78.607	96	0.00964109
S	AE015451.2	CIRCULAR	2357508	2358302	6181873	CP119325.1	4950434	4951228	GCA_029202525.1	Candidatus Pseudomonas phytovorans	89.0566	96	0.0128602
-	AE015451.2	CIRCULAR	2358303	2359941	6181873	CP101910.1	1776175	1777811	GCA_024508115.1	Pseudomonas putida	87.3026	96	0.026513
-	AE015451.2	CIRCULAR	2360060	2361600	6181873	CP101910.1	2918626	2920166	GCA_024508115.1	Pseudomonas putida	87.0102	96	0.0249277
-	AE015451.2	CIRCULAR	2361601	2363773	6181873	CP101910.1	1780227	1782405	GCA_024508115.1	Pseudomonas putida	87.0102	96	0.0351512
-	AE015451.2	CIRCULAR	2363832	2364005	6181873	CP101910.1	1782465	1782640	GCA_024508115.1	Pseudomonas putida	83.0508	96	0.00281468
-	AE015451.2	CIRCULAR	2364209	2366458	6181873	CP101910.1	1787044	1789294	GCA_024508115.1	Pseudomonas putida	91.7814	96	0.0363967
-	AE015451.2	CIRCULAR	2366551	2372146	6181873	CP101910.1	1789476	1795059	GCA_024508115.1	Pseudomonas putida	93.157	96	0.0905227
-	AE015451.2	CIRCULAR	2372160	2376687	6181873	CP101910.1	1795131	1799647	GCA_024508115.1	Pseudomonas putida	92.194	96	0.0732464
-	AE015451.2	CIRCULAR	2376730	2381438	6181873	CP101910.1	1799893	1804601	GCA_024508115.1	Pseudomonas putida	93.6956	96	0.0761743
-	AE015451.2	CIRCULAR	2381458	2388260	6181873	CP101910.1	1804725	1811547	GCA_024508115.1	Pseudomonas putida	88.7522	96	0.110048
-	AE015451.2	CIRCULAR	2388315	2393864	6181873	CP101910.1	1811559	1817094	GCA_024508115.1	Pseudomonas putida	88.4691	96	0.0897786
-	AE015451.2	CIRCULAR	2393980	2406750	6181873	CP101910.1	1817236	1830003	GCA_024508115.1	Pseudomonas putida	88.1958	96	0.206588
-	AE015451.2	CIRCULAR	2406933	2408629	6181873	CP101910.1	1830261	1831968	GCA_024508115.1	Pseudomonas putida	90.9251	96	0.0274512
-	AE015451.2	CIRCULAR	2408700	2412851	6181873	CP101910.1	1832090	1836236	GCA_024508115.1	Pseudomonas putida	90.0337	96	0.0671641
S	AE015451.2	CIRCULAR	2412852	2413010	6181873	CP114035.2	1769060	1769215	GCA_026898135.2	Pseudomonas fortuita	92.5	96	0.00257204
-	AE015451.2	CIRCULAR	2414566	2414742	6181873	AP013070.1	4666434	4666608	GCA_000412675.1	Pseudomonas putida	93.0314	96	0.00286321
-	AE015451.2	CIRCULAR	2414743	2414852	6181873	AP013070.1	5158648	5158756	GCA_000412675.1	Pseudomonas putida	93.0314	96	0.0017794
S	AE015451.2	CIRCULAR	2414853	2414960	6181873	OPYN01000070.1	147172	147267	GCA_900277125.1	Pseudomonas inefficax	82.5688	96	0.00174704
-	AE015451.2	CIRCULAR	2414961	2416470	6181873	CP101910.1	1836725	1838234	GCA_024508115.1	Pseudomonas putida	91.3245	96	0.0244263
-	AE015451.2	CIRCULAR	2416531	2420518	6181873	CP101910.1	1838388	1842393	GCA_024508115.1	Pseudomonas putida	88.3541	96	0.0645112
-	AE015451.2	CIRCULAR	2420583	2424261	6181873	CP101910.1	1842407	1846084	GCA_024508115.1	Pseudomonas putida	89.0879	96	0.0595127
-	AE015451.2	CIRCULAR	2424355	2435153	6181873	CP101910.1	1846231	1857059	GCA_024508115.1	Pseudomonas putida	88.5469	96	0.174688
S	AE015451.2	CIRCULAR	2435154	2435253	6181873	JABWSB020000007.1	41247	41345	GCA_014269245.2	Pseudomonas kurunegalensis	67.6471	96	0.00161763
-	AE015451.2	CIRCULAR	2436606	2443502	6181873	CP101910.1	1857108	1864008	GCA_024508115.1	Pseudomonas putida	93.1702	96	0.111568
-	AE015451.2	CIRCULAR	2443503	2446561	6181873	CP101910.1	1864092	1867153	GCA_024508115.1	Pseudomonas putida	93.1702	96	0.0494834
-	AE015451.2	CIRCULAR	2446578	2447639	6181873	CP101910.1	1867566	1868627	GCA_024508115.1	Pseudomonas putida	90.7721	96	0.0171793
-	AE015451.2	CIRCULAR	2447766	2456801	6181873	CP101910.1	1868808	1877843	GCA_024508115.1	Pseudomonas putida	92.1026	96	0.146169
-	AE015451.2	CIRCULAR	2456893	2464245	6181873	CP101910.1	1877966	1885318	GCA_024508115.1	Pseudomonas putida	92.2366	96	0.118945
-	AE015451.2	CIRCULAR	2464272	2467941	6181873	CP101910.1	1885934	1889568	GCA_024508115.1	Pseudomonas putida	88.671	96	0.0593671
-	AE015451.2	CIRCULAR	2467958	2472120	6181873	CP101910.1	1889697	1893860	GCA_024508115.1	Pseudomonas putida	91.3971	96	0.067342
-	AE015451.2	CIRCULAR	2472193	2474140	6181873	CP101910.1	1893861	1895787	GCA_024508115.1	Pseudomonas putida	87.2755	96	0.0315115
-	AE015451.2	CIRCULAR	2474214	2475324	6181873	CP101910.1	1895901	1897004	GCA_024508115.1	Pseudomonas putida	89.7574	96	0.0179719
-	AE015451.2	CIRCULAR	2475358	2476585	6181873	CP101910.1	1897093	1898326	GCA_024508115.1	Pseudomonas putida	88.0452	96	0.0198645
-	AE015451.2	CIRCULAR	2479175	2480139	6181873	CP101910.1	1900575	1901539	GCA_024508115.1	Pseudomonas putida	90.3627	96	0.0156102
-	AE015451.2	CIRCULAR	2480624	2486760	6181873	CP101910.1	1927771	1933894	GCA_024508115.1	Pseudomonas putida	90.7003	96	0.0992741
S	AE015451.2	CIRCULAR	2486761	2486878	6181873	CP114035.2	1964915	1965027	GCA_026898135.2	Pseudomonas fortuita	71.3115	96	0.00190881
-	AE015451.2	CIRCULAR	2486879	2487509	6181873	CP101910.1	1934143	1934774	GCA_024508115.1	Pseudomonas putida	90.6793	96	0.0102073
S	AE015451.2	CIRCULAR	2487510	2488123	6181873	BBIS01000050.1	11230	11826	GCA_000730605.1	Pseudomonas monteilii	85.5519	95.5	0.00993226
-	AE015451.2	CIRCULAR	2488321	2493650	6181873	CP101910.1	1941681	1947010	GCA_024508115.1	Pseudomonas putida	90.904	96	0.0862198
S	AE015451.2	CIRCULAR	2493651	2493773	6181873	BBIS01000050.1	22669	22788	GCA_000730605.1	Pseudomonas monteilii	67.4603	95.5	0.00198969
-	AE015451.2	CIRCULAR	2493774	2497904	6181873	CP101910.1	1947180	1951319	GCA_024508115.1	Pseudomonas putida	88.481	96	0.0668244
-	AE015451.2	CIRCULAR	2497974	2503643	6181873	CP101910.1	1951336	1957020	GCA_024508115.1	Pseudomonas putida	89.8365	96	0.0917198
-	AE015451.2	CIRCULAR	2503728	2505363	6181873	CP101910.1	1957079	1958713	GCA_024508115.1	Pseudomonas putida	88.3323	96	0.0264645
-	AE015451.2	CIRCULAR	2505389	2506508	6181873	CP101910.1	1958843	1959963	GCA_024508115.1	Pseudomonas putida	86.2222	96	0.0181175
S	AE015451.2	CIRCULAR	2506509	2507095	6181873	BLJF01000001.1	1081554	1082141	GCA_009932335.1	Pseudomonas asiatica	89.1341	96	0.0094955
-	AE015451.2	CIRCULAR	2507175	2514340	6181873	CP101910.1	1959995	1967115	GCA_024508115.1	Pseudomonas putida	90.4085	96	0.11592
-	AE015451.2	CIRCULAR	2514559	2518566	6181873	CP101910.1	1969640	1973627	GCA_024508115.1	Pseudomonas putida	89.1656	96	0.0648347
S	AE015451.2	CIRCULAR	2518672	2523198	6181873	BBIS01000050.1	48656	53181	GCA_000730605.1	Pseudomonas monteilii	80.9923	95.5	0.0732302
-	AE015451.2	CIRCULAR	2523199	2528975	6181873	CP101910.1	1978330	1984129	GCA_024508115.1	Pseudomonas putida	89.597	96	0.0934506
S	AE015451.2	CIRCULAR	2528976	2529133	6181873	CP114035.2	2015499	2015654	GCA_026898135.2	Pseudomonas fortuita	90.566	96	0.00255586
-	AE015451.2	CIRCULAR	2530611	2530836	6181873	CP101910.1	1414624	1414848	GCA_024508115.1	Pseudomonas putida	94.2478	96	0.00365585
S	AE015451.2	CIRCULAR	2530837	2530943	6181873	OPYN01000083.1	48002	48087	GCA_900277125.1	Pseudomonas inefficax	65.4206	96	0.00173087
-	AE015451.2	CIRCULAR	2530944	2540815	6181873	CP101910.1	1984591	1994460	GCA_024508115.1	Pseudomonas putida	89.899	96	0.159693
-	AE015451.2	CIRCULAR	2540816	2541432	6181873	CP101910.1	1994576	1995192	GCA_024508115.1	Pseudomonas putida	89.899	96	0.00998079
S	AE015451.2	CIRCULAR	2541433	2542457	6181873	CP114035.2	2026531	2027556	GCA_026898135.2	Pseudomonas fortuita	87.7313	96	0.0165807
-	AE015451.2	CIRCULAR	2542458	2548301	6181873	CP101910.1	1995203	2001046	GCA_024508115.1	Pseudomonas putida	87.6025	96	0.0945345
S	AE015451.2	CIRCULAR	2548302	2548428	6181873	BLJF01000001.1	1125057	1125183	GCA_009932335.1	Pseudomonas asiatica	89.7638	96	0.00205439
S	AE015451.2	CIRCULAR	2548429	2550489	6181873	BBIS01000088.1	1	2061	GCA_000730605.1	Pseudomonas monteilii	99.4665	95.5	0.0333394
S	AE015451.2	CIRCULAR	2550490	2553736	6181873	BLJF01000001.1	1127246	1130479	GCA_009932335.1	Pseudomonas asiatica	98.6453	96	0.0525245
S	AE015451.2	CIRCULAR	2553737	2553894	6181873	BBIS01000088.1	5301	5458	GCA_000730605.1	Pseudomonas monteilii	100	95.5	0.00255586
-	AE015451.2	CIRCULAR	2554010	2555900	6181873	CP101910.1	2006804	2008694	GCA_024508115.1	Pseudomonas putida	85.6765	96	0.0305894
-	AE015451.2	CIRCULAR	2556136	2557373	6181873	CP101910.1	2008730	2009971	GCA_024508115.1	Pseudomonas putida	81.3301	96	0.0200263
-	AE015451.2	CIRCULAR	2557560	2560004	6181873	CP101910.1	2044113	2046565	GCA_024508115.1	Pseudomonas putida	87.7593	96	0.0395511
-	AE015451.2	CIRCULAR	2560025	2564973	6181873	CP101910.1	2048761	2053673	GCA_024508115.1	Pseudomonas putida	87.9944	96	0.0800566
-	AE015451.2	CIRCULAR	2565020	2568443	6181873	CP101910.1	2053777	2057200	GCA_024508115.1	Pseudomonas putida	90.8029	96	0.0553877
-	AE015451.2	CIRCULAR	2568498	2569630	6181873	CP101910.1	2057212	2058356	GCA_024508115.1	Pseudomonas putida	88.821	96	0.0183278
-	AE015451.2	CIRCULAR	2569681	2572642	6181873	CP101910.1	2058469	2061439	GCA_024508115.1	Pseudomonas putida	91.0834	96	0.0479143
S	AE015451.2	CIRCULAR	2572643	2573227	6181873	BBIS01000044.1	71423	72006	GCA_000730605.1	Pseudomonas monteilii	89.6435	95.5	0.00946315
-	AE015451.2	CIRCULAR	2573228	2576512	6181873	CP101910.1	2061672	2064956	GCA_024508115.1	Pseudomonas putida	89.9605	96	0.0531392
-	AE015451.2	CIRCULAR	2576618	2584537	6181873	CP101910.1	2065049	2072967	GCA_024508115.1	Pseudomonas putida	91.7708	96	0.128117
-	AE015451.2	CIRCULAR	2584586	2586094	6181873	CP101910.1	2073075	2074586	GCA_024508115.1	Pseudomonas putida	94.9735	96	0.0244101
S	AE015451.2	CIRCULAR	2586095	2587087	6181873	BQHO01000001.1	77676	78667	GCA_021601385.1	Pseudomonas parasichuanensis	97.9879	96	0.0160631
S	AE015451.2	CIRCULAR	2587088	2589249	6181873	CP081966.1	4067445	4069606	GCA_019823065.1	Pseudomonas mosselii	98.2894	96	0.0349732
S	AE015451.2	CIRCULAR	2589255	2594110	6181873	CP081966.1	4061687	4066582	GCA_019823065.1	Pseudomonas mosselii	97.06	96	0.0785522
S	AE015451.2	CIRCULAR	2594117	2598341	6181873	CP081966.1	4057170	4061394	GCA_019823065.1	Pseudomonas mosselii	98.4615	96	0.068345
S	AE015451.2	CIRCULAR	2600073	2609562	6181873	CP081966.1	4046924	4056404	GCA_019823065.1	Pseudomonas mosselii	98.4615	96	0.153513
S	AE015451.2	CIRCULAR	2609563	2609857	6181873	BQHO01000001.1	78668	78962	GCA_021601385.1	Pseudomonas parasichuanensis	97.6271	96	0.00477202
S	AE015451.2	CIRCULAR	2609858	2616947	6181873	CP081966.1	4039540	4046628	GCA_019823065.1	Pseudomonas mosselii	97.2931	96	0.11469
S	AE015451.2	CIRCULAR	2617295	2618509	6181873	CP081966.1	4038111	4039309	GCA_019823065.1	Pseudomonas mosselii	91.1934	96	0.0196542
S	AE015451.2	CIRCULAR	2619375	2620819	6181873	CP081966.1	4035494	4036938	GCA_019823065.1	Pseudomonas mosselii	95.9862	96	0.0233748
S	AE015451.2	CIRCULAR	2620820	2621108	6181873	BQHO01000001.1	78963	79251	GCA_021601385.1	Pseudomonas parasichuanensis	95.1557	96	0.00467496
S	AE015451.2	CIRCULAR	2621631	2621898	6181873	CP081966.1	4034403	4034674	GCA_019823065.1	Pseudomonas mosselii	94.1606	96	0.00433526
S	AE015451.2	CIRCULAR	2622202	2622525	6181873	BQHO01000001.1	79280	79592	GCA_021601385.1	Pseudomonas parasichuanensis	90.4321	96	0.00524113
S	AE015451.2	CIRCULAR	2623178	2626030	6181873	BQHO01000001.1	81040	83892	GCA_021601385.1	Pseudomonas parasichuanensis	98.5279	96	0.0461511
-	AE015451.2	CIRCULAR	2626031	2626246	6181873	JACAQQ010000002.1	67848	68064	GCA_013387005.1	Pseudomonas putida	96.7742	96	0.00349409
-	AE015451.2	CIRCULAR	2626293	2635460	6181873	CP101910.1	2075534	2084705	GCA_024508115.1	Pseudomonas putida	93.5913	96	0.148305
-	AE015451.2	CIRCULAR	2635528	2638692	6181873	CP101910.1	2084746	2087910	GCA_024508115.1	Pseudomonas putida	88.5065	96	0.0511981
-	AE015451.2	CIRCULAR	2638730	2644732	6181873	CP101910.1	2088042	2094027	GCA_024508115.1	Pseudomonas putida	88.9351	96	0.0971065
-	AE015451.2	CIRCULAR	2644813	2651238	6181873	CP101910.1	2094156	2100582	GCA_024508115.1	Pseudomonas putida	90.5191	96	0.103949
-	AE015451.2	CIRCULAR	2651305	2655290	6181873	CP101910.1	2100716	2104715	GCA_024508115.1	Pseudomonas putida	89.6758	96	0.0644788
-	AE015451.2	CIRCULAR	2655441	2662797	6181873	CP101910.1	2104736	2112094	GCA_024508115.1	Pseudomonas putida	92.2879	96	0.119009
-	AE015451.2	CIRCULAR	2662798	2663976	6181873	CP101910.1	2112146	2113325	GCA_024508115.1	Pseudomonas putida	92.2879	96	0.0190719
S	AE015451.2	CIRCULAR	2663977	2664116	6181873	JABWSB020000011.1	72948	73089	GCA_014269245.2	Pseudomonas kurunegalensis	83.0986	96	0.00226469
-	AE015451.2	CIRCULAR	2664117	2666737	6181873	CP101910.1	2113495	2116115	GCA_024508115.1	Pseudomonas putida	93.7209	96	0.0423982
