GENE_ID	COG_ID	COG_CATEGORY	COG_NAME	PATHWAY	FUNC_CATEGORY_NUMBER	FUNC_CATEGORY	COG_GROUP	COG_CATEGORY_DESCRIPTION	ASSOC_COLOR
PP_RS09000	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS11665	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS12760	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS13310	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS14595	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS16405	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS18680	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS19650	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS20905	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS22385	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS23015	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS23160	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS23690	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS27400	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS27470	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS27485	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS27965	COG0665	E	Glycine/D-amino acid oxidase (deaminating)	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS09425	COG0666	T	Ankyrin repeat	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS06800	COG0667	H	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	NA	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS06800	COG0667	R	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS16550	COG0667	H	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	NA	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS16550	COG0667	R	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS17555	COG0667	H	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	NA	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS17555	COG0667	R	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS25740	COG0667	H	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	NA	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS25740	COG0667	R	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS01045	COG0668	M	Small-conductance mechanosensitive channel	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS06995	COG0668	M	Small-conductance mechanosensitive channel	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS08890	COG0668	M	Small-conductance mechanosensitive channel	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS10835	COG0668	M	Small-conductance mechanosensitive channel	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS14265	COG0668	M	Small-conductance mechanosensitive channel	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS17505	COG0668	M	Small-conductance mechanosensitive channel	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS23595	COG0668	M	Small-conductance mechanosensitive channel	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS27395	COG0668	M	Small-conductance mechanosensitive channel	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS26695	COG0669	H	Phosphopantetheine adenylyltransferase	Pantothenate/CoA biosynthesis	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS20760	COG0670	P	Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS25115	COG0671	I	Membrane-associated phospholipid phosphatase	Phospholipid biosynthesis	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
PP_RS00965	COG0672	P	High-affinity Fe2+/Pb2+ permease	NA	3	METABOLISM	3	Inorganic ion transport and metabolism	CCCCFC
PP_RS13570	COG0673	R	Predicted dehydrogenase	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS05330	COG0676	G	D-hexose-6-phosphate mutarotase	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS27770	COG0676	G	D-hexose-6-phosphate mutarotase	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS14060	COG0678	O	Peroxiredoxin	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS04870	COG0679	R	Predicted permease, AEC (auxin efflux carrier) family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS15965	COG0679	R	Predicted permease, AEC (auxin efflux carrier) family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS18505	COG0679	R	Predicted permease, AEC (auxin efflux carrier) family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS07395	COG0681	U	Signal peptidase I	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS21995	COG0682	M	Prolipoprotein diacylglyceryltransferase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS26795	COG0682	M	Prolipoprotein diacylglyceryltransferase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS03280	COG0683	E	ABC-type branched-chain amino acid transport system, periplasmic component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS05935	COG0683	E	ABC-type branched-chain amino acid transport system, periplasmic component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS13905	COG0683	E	ABC-type branched-chain amino acid transport system, periplasmic component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS14315	COG0683	E	ABC-type branched-chain amino acid transport system, periplasmic component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS14320	COG0683	E	ABC-type branched-chain amino acid transport system, periplasmic component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS14405	COG0683	E	ABC-type branched-chain amino acid transport system, periplasmic component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS18130	COG0683	E	ABC-type branched-chain amino acid transport system, periplasmic component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS25270	COG0683	E	ABC-type branched-chain amino acid transport system, periplasmic component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS25400	COG0683	E	ABC-type branched-chain amino acid transport system, periplasmic component	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS10820	COG0684	J	RNA degradosome component RraA (regulator of RNase E activity)	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS13145	COG0684	J	RNA degradosome component RraA (regulator of RNase E activity)	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS23185	COG0684	J	RNA degradosome component RraA (regulator of RNase E activity)	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS24165	COG0685	E	5,10-methylenetetrahydrofolate reductase	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS25970	COG0685	E	5,10-methylenetetrahydrofolate reductase	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS02175	COG0687	E	Spermidine/putrescine-binding periplasmic protein	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS04615	COG0687	E	Spermidine/putrescine-binding periplasmic protein	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS07660	COG0687	E	Spermidine/putrescine-binding periplasmic protein	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS11385	COG0687	E	Spermidine/putrescine-binding periplasmic protein	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS14900	COG0687	E	Spermidine/putrescine-binding periplasmic protein	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS16410	COG0687	E	Spermidine/putrescine-binding periplasmic protein	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS19365	COG0687	E	Spermidine/putrescine-binding periplasmic protein	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS19850	COG0687	E	Spermidine/putrescine-binding periplasmic protein	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS20010	COG0687	E	Spermidine/putrescine-binding periplasmic protein	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS26985	COG0687	E	Spermidine/putrescine-binding periplasmic protein	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS26990	COG0687	E	Spermidine/putrescine-binding periplasmic protein	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS27815	COG0687	E	Spermidine/putrescine-binding periplasmic protein	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS25620	COG0688	I	Phosphatidylserine decarboxylase	Phospholipid biosynthesis	3	METABOLISM	3	Lipid transport and metabolism	DCCCFC
PP_RS27585	COG0689	J	Ribonuclease PH	NA	1	INFORMATION STORAGE AND PROCESSING	1	Translation, ribosomal structure and biogenesis	FCCCFC
PP_RS02350	COG0690	U	Preprotein translocase subunit SecE	Sec pathway	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS24685	COG0691	O	tmRNA-binding protein	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS07300	COG0692	L	Uracil-DNA glycosylase	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS04710	COG0693	V	Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS13010	COG0693	V	Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS14180	COG0693	V	Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS15495	COG0693	V	Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS17860	COG0693	V	Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS12400	COG0694	O	Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS09365	COG0695	O	Glutaredoxin	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS15340	COG0695	O	Glutaredoxin	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS26350	COG0695	O	Glutaredoxin	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS26360	COG0696	G	Phosphoglycerate mutase (BPG-independent), AlkP superfamily	Glycolysis	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS06065	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS06065	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS06065	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS09010	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS09010	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS09010	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS11560	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS11560	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS11560	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS14910	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS14910	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS14910	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS15295	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS15295	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS15295	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS18305	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS18305	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS18305	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS19055	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS19055	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS19055	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS22365	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS22365	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS22365	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS23490	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS23490	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS23490	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS23565	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS23565	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS23565	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS23630	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS23630	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS23630	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS23780	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS23780	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS23780	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS23790	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS23790	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS23790	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS23975	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS23975	COG0697	E	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Amino acid transport and metabolism	DCFCFC
PP_RS23975	COG0697	R	Permease of the drug/metabolite transporter (DMT) superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS24880	COG0697	G	Permease of the drug/metabolite transporter (DMT) superfamily	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
